,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw
10,2022-01-03,S300Z5M7,ST4000DM000,4000787030016,1,118.0,197381016.0,,,93.0,0.0,100.0,7.0,100.0,0.0,87.0,591787714.0,,,34.0,58164.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,79.0,42224.0,23.0,23.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57997.0,100.0,70392335232.0,100.0,351282420987.0,,,,,,,,,,,,,,,,,,,,
11,2022-01-03,ZA153BX5,ST8000NM0055,8001563222016,1,48.0,186817096.0,,,89.0,0.0,100.0,12.0,35.0,61288.0,93.0,1843063376.0,,,57.0,38099.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,245.0,100.0,0.0,100.0,0.0,73.0,27.0,91.0,18781.0,100.0,73.0,91.0,18634.0,27.0,27.0,83.0,186817096.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,38054.0,100.0,71135849288.0,100.0,430687598562.0,,,,,,,,,,,,,,,,,,,,
12,2022-01-03,Z3015LVE,ST4000DM000,4000787030016,1,119.0,224945152.0,,,91.0,0.0,100.0,140.0,100.0,0.0,87.0,648151006.0,,,56.0,39388.0,100.0,0.0,,,100.0,139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,100.0,0.0,100.0,1.0,83.0,17.0,67.0,33.0,100.0,0.0,100.0,96.0,53.0,94772.0,33.0,33.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,38134.0,100.0,60703817377.0,100.0,186885275228.0,,,,,,,,,,,,,,,,,,,,
13,2022-01-03,ZHZ62HQ9,ST12000NM0008,12000138625024,1,67.0,82418712.0,,,95.0,0.0,100.0,4.0,100.0,32.0,74.0,21588800173.0,,,83.0,15446.0,100.0,0.0,,,100.0,4.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,27.0,97.0,51542229032.0,,,67.0,33.0,,,100.0,2.0,100.0,955.0,33.0,33.0,1.0,82418712.0,,,100.0,72.0,100.0,72.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,15301.0,100.0,74691317392.0,100.0,206885609962.0,,,,,,,,,,,,,,,,,,,,
14,2022-01-03,S2ZYJ9HF707975,ST500LM012 HN,500107862016,1,100.0,512.0,252.0,0.0,94.0,2002.0,100.0,15.0,252.0,0.0,252.0,0.0,252.0,0.0,100.0,49071.0,252.0,0.0,100.0,647.0,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50.0,252.0,0.0,,,64.0,33.0,100.0,0.0,252.0,0.0,100.0,2.0,252.0,0.0,200.0,0.0,100.0,82397.0,,,,,,,,,,,,,,,100.0,647.0,,,93.0,73033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2022-01-03,PL2331LAHAZNMJ,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,133.0,104.0,140.0,545.0,100.0,10.0,100.0,0.0,100.0,0.0,113.0,42.0,94.0,42120.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,697.0,100.0,697.0,253.0,20.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2022-01-03,Z7OVTDC8T,TOSHIBA MQ01ABF050M,500107862016,1,100.0,0.0,100.0,0.0,100.0,1453.0,100.0,21.0,100.0,0.0,100.0,0.0,100.0,0.0,34.0,26677.0,100.0,0.0,,,100.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1.0,100.0,5.0,90.0,104975.0,100.0,27.0,,,100.0,0.0,100.0,48.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,35.0,26129.0,100.0,0.0,100.0,0.0,,,100.0,261.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17,2022-01-03,ZJV3CF7F,ST12000NM0007,12000138625024,1,79.0,85431480.0,,,89.0,0.0,100.0,15.0,100.0,960.0,81.0,30912057159.0,,,78.0,20083.0,100.0,0.0,,,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,12885098499.0,,,74.0,26.0,,,100.0,273.0,100.0,1164.0,26.0,26.0,79.0,85431480.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19890.0,100.0,81586309512.0,100.0,264446816608.0,,,,,,,,,,,,,,,,,,,,
18,2022-01-04,Z304KCKY,ST4000DM000,4000787030016,1,115.0,92563448.0,,,91.0,0.0,100.0,18.0,100.0,0.0,89.0,822020539.0,,,39.0,53738.0,100.0,0.0,,,100.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,25.0,100.0,0.0,43.0,57.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,1.0,96.0,8654.0,23.0,23.0,,,,,100.0,56.0,100.0,56.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,53676.0,100.0,59931366448.0,100.0,401183281282.0,,,,,,,,,,,,,,,,,,,,
19,2022-01-04,Z302F1LL,ST4000DM000,4000787030016,1,119.0,217883536.0,,,94.0,0.0,100.0,6.0,100.0,296.0,88.0,751934402.0,,,31.0,60546.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,3.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,75.0,50982.0,19.0,19.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,60366.0,100.0,74075551128.0,100.0,560293504225.0,,,,,,,,,,,,,,,,,,,,
20,2022-01-04,Z304KCPJ,ST4000DM000,4000787030016,1,117.0,121551752.0,,,91.0,0.0,100.0,17.0,100.0,360.0,89.0,823852941.0,,,39.0,53736.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,77.0,23.0,100.0,0.0,100.0,0.0,97.0,6856.0,23.0,23.0,,,,,100.0,64.0,100.0,64.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,53674.0,100.0,61971863024.0,100.0,368409049134.0,,,,,,,,,,,,,,,,,,,,
21,2022-01-04,ZHZ50XVB,ST12000NM0008,12000138625024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2022-01-04,ZJV4JW82,ST12000NM0007,12000138625024,1,70.0,96278712.0,,,90.0,0.0,100.0,8.0,63.0,17360.0,68.0,5987861.0,,,78.0,20106.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,135.0,100.0,0.0,,,67.0,33.0,,,100.0,262.0,100.0,1583.0,33.0,33.0,80.0,96278712.0,,,100.0,32.0,100.0,32.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19848.0,100.0,81503515960.0,100.0,279677403728.0,,,,,,,,,,,,,,,,,,,,
23,2022-01-04,ZJV3BFLB,ST12000NM0007,12000138625024,1,80.0,105355480.0,,,89.0,0.0,100.0,9.0,81.0,9944.0,87.0,530859324.0,,,78.0,20116.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,37.0,100.0,0.0,,,65.0,35.0,,,100.0,221.0,100.0,1173.0,35.0,35.0,80.0,105355480.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19937.0,100.0,81011706408.0,100.0,315334317754.0,,,,,,,,,,,,,,,,,,,,
24,2022-01-05,ZL23XGGQ,ST16000NM001G,16000900661248,1,71.0,12874808.0,,,98.0,0.0,100.0,2.0,100.0,0.0,88.0,664504501.0,,,94.0,5712.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,12885098501.0,,,73.0,27.0,,,100.0,0.0,99.0,3195.0,27.0,27.0,,,,,100.0,0.0,100.0,0.0,200.0,8.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4997.0,100.0,43341357032.0,100.0,66047424932.0,,,,,,,,,,,,,,,,,,,,
25,2022-01-05,40M0A01RF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7848.0,100.0,5.0,100.0,0.0,100.0,0.0,100.0,0.0,68.0,12812.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,2.0,100.0,140.0,100.0,33.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,69206018.0,69.0,12666.0,100.0,0.0,100.0,0.0,,,100.0,591.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
26,2022-01-05,ZA14EX5H,ST8000NM0055,8001563222016,1,82.0,145798224.0,,,89.0,0.0,100.0,23.0,100.0,40.0,95.0,3531368573.0,,,56.0,39413.0,100.0,0.0,,,100.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,68.0,32.0,83.0,35450.0,100.0,90.0,90.0,21626.0,32.0,32.0,82.0,145798224.0,,,100.0,40.0,100.0,40.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39359.0,100.0,73771961160.0,100.0,308976786021.0,,,,,,,,,,,,,,,,,,,,
27,2022-01-05,ZA16DVBP,ST8000NM0055,8001563222016,1,56.0,108949712.0,,,89.0,0.0,100.0,11.0,25.0,35128.0,88.0,647971020.0,,,52.0,42295.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,27.0,73.0,100.0,0.0,100.0,0.0,57.0,43.0,90.0,21042.0,100.0,71.0,81.0,39763.0,43.0,43.0,80.0,108949712.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,42213.0,100.0,83992489256.0,100.0,365374816562.0,,,,,,,,,,,,,,,,,,,,
28,2022-01-05,Z302B0XJ,ST4000DM000,4000787030016,1,117.0,142522768.0,,,92.0,0.0,100.0,10.0,100.0,24.0,89.0,883417202.0,,,31.0,60582.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,4.0,100.0,0.0,1.0,106.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,73.0,54478.0,19.0,19.0,,,,,100.0,80.0,100.0,80.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,60380.0,100.0,75604729336.0,100.0,351898428986.0,,,,,,,,,,,,,,,,,,,,
29,2022-01-05,ZLW15TMT,ST14000NM001G,14000519643136,1,75.0,189495824.0,,,93.0,0.0,100.0,6.0,100.0,0.0,89.0,854292071.0,,,88.0,10737.0,100.0,0.0,,,100.0,6.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,36.0,100.0,0.0,,,64.0,36.0,,,100.0,2.0,99.0,2014.0,36.0,36.0,,,,,100.0,264.0,100.0,264.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,9951.0,100.0,69945130712.0,100.0,171211608358.0,,,,,,,,,,,,,,,,,,,,
30,2022-01-06,Z305D5RS,ST4000DM000,4000787030016,1,117.0,235792472.0,,,91.0,0.0,100.0,13.0,98.0,2808.0,90.0,961368187.0,,,41.0,51791.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,1.0,117.0,100.0,0.0,100.0,0.0,72.0,28.0,100.0,0.0,100.0,0.0,96.0,9977.0,28.0,28.0,,,,,91.0,1624.0,91.0,1624.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,51702.0,100.0,59807563032.0,100.0,328914017360.0,,,,,,,,,,,,,,,,,,,,
